"name","born","died","borncountry","borncity","bornlong","bornlat","diedcountry","diedcity","diedlong","diedlat","gender","year","category","motivation","institutionname","institutioncity","institutioncountry"
"Svante August Arrhenius","1859-02-19","1927-10-02","Sweden","Vik",14.2851622,55.6144259,"Sweden","Stockholm",18.0685808,59.3293235,"male",1903,"chemistry","""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""","Stockholm University","Stockholm","Sweden"
"Arne Wilhelm Kaurin Tiselius","1902-08-10","1971-10-29","Sweden","Stockholm",18.0685808,59.3293235,"Sweden","Uppsala",17.6389267,59.8585638,"male",1948,"chemistry","""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""","Uppsala University","Uppsala","Sweden"
"Allvar Gullstrand","1862-06-05","1930-07-28","Sweden","Landskrona",12.8300802,55.8703477,"Sweden","Stockholm",18.0685808,59.3293235,"male",1911,"medicine","""for his work on the dioptrics of the eye""","Uppsala University","Uppsala","Sweden"
"Axel Hugo Theodor Theorell","1903-07-06","1982-08-15","Sweden","Linkoping",15.6213728,58.410807,"Sweden","Stockholm",18.0685808,59.3293235,"male",1955,"medicine","""for his discoveries concerning the nature and mode of action of oxidation enzymes""","Karolinska Institutet, Nobel Medical Institute","Stockholm","Sweden"
"Ulf von Euler","1905-02-07","1983-03-09","Sweden","Stockholm",18.0685808,59.3293235,"Sweden","Stockholm",18.0685808,59.3293235,"male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""","Karolinska Institutet","Stockholm","Sweden"
"Sune K Bergstrom","1916-01-10","2004-08-15","Sweden","Stockholm",18.0685808,59.3293235,"Sweden","Stockholm",18.0685808,59.3293235,"male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances""","Karolinska Institutet","Stockholm","Sweden"
"Bertil Ohlin","1899-04-23","1979-08-03","Sweden","Klippan",13.1290409,56.1348998,"Sweden","Valadalen",12.966372,63.1483566,"male",1977,"economics","""for their pathbreaking contribution to the theory of international trade and international capital movements""","Stockholm School of Economics","Stockholm","Sweden"
"Santiago Ramon y Cajal","1852-05-01","1934-10-17","Spain","Petilla de Aragon",-1.0924468,42.4614395,"Spain","Madrid",-3.7037902,40.4167754,"male",1906,"medicine","""in recognition of their work on the structure of the nervous system""","Madrid University","Madrid","Spain"
"Severo Ochoa","1905-09-24","1993-11-01","Spain","Luarca",-6.536124,43.5419932,"Spain","Madrid",-3.7037902,40.4167754,"male",1959,"medicine","""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""","New York University, College of Medicine","New York, NY","USA"
"Max Theiler","1899-01-30","1972-08-11","South Africa","Pretoria",28.2292712,-25.7478676,"USA","New Haven, CT",-72.9278835,41.308274,"male",1951,"medicine","""for his discoveries concerning yellow fever and how to combat it""","Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY","USA"
"Allan M Cormack","1924-02-23","1998-05-07","South Africa","Johannesburg",28.0473051,-26.2041028,"USA","Winchester, MA",-71.1369959,42.452303,"male",1979,"medicine","""for the development of computer assisted tomography""","Tufts University","Medford, MA","USA"
"Charles Thomson Rees Wilson","1869-02-14","1959-11-15","Scotland","Glencorse",-3.2526271,55.8619946,"Scotland","Carlops",-3.3394339,55.788779,"male",1927,"physics","""for his method of making the paths of electrically charged particles visible by condensation of vapour""","University of Cambridge","Cambridge","United Kingdom"
"Sir William Ramsay","1852-10-02","1916-07-23","Scotland","Glasgow",-4.251806,55.864237,"United Kingdom","High Wycombe",-0.748229,51.628611,"male",1904,"chemistry","""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""","University College","London","United Kingdom"
"Lord Alexander R Todd","1907-10-02","1997-01-10","Scotland","Glasgow",-4.251806,55.864237,"United Kingdom","Cambridge",0.121817,52.205337,"male",1957,"chemistry","""for his work on nucleotides and nucleotide co-enzymes""","University of Cambridge","Cambridge","United Kingdom"
"John James Rickard Macleod","1876-09-06","1935-03-16","Scotland","Cluny",-2.5173009,57.204922,"Scotland","Aberdeen",-2.094278,57.149717,"male",1923,"medicine","""for the discovery of insulin""","University of Toronto","Toronto","Canada"
"Sir Alexander Fleming","1881-08-06","1955-03-11","Scotland","Lochfield",-4.286513,55.609843,"United Kingdom","London",-0.1277583,51.5073509,"male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases""","London University","London","United Kingdom"
"Paul Karrer","1889-04-21","1971-06-18","Russia","Moscow",37.6172999,55.755826,"Switzerland","Zurich",8.541694,47.3768866,"male",1937,"chemistry","""for his investigations on carotenoids, flavins and vitamins A and B2""","University of Zurich","Zurich","Switzerland"
"Nikolay Nikolaevich Semenov","1896-04-03","1986-09-25","Russia","Saratov",45.9608031,51.5923654,"USSR","Moscow",37.4024044,55.7190321,"male",1956,"chemistry","""for their researches into the mechanism of chemical reactions""","Institute for Chemical Physics of the Academy of Sciences of the USSR","Moscow","USSR"
"Ilya Prigogine","1917-01-25","2003-05-28","Russia","Moscow",37.6172999,55.755826,"Belgium","Brussels",4.3517211,50.8503463,"male",1977,"chemistry","""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""","Universite Libre de Bruxelles","Brussels","Belgium"
"Ilya Prigogine","1917-01-25","2003-05-28","Russia","Moscow",37.6172999,55.755826,"Belgium","Brussels",4.3517211,50.8503463,"male",1977,"chemistry","""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""","University of Texas","Austin, TX","USA"
"Ivan Petrovich Pavlov","1849-09-14","1936-02-27","Russia","Ryazan",39.7125857,54.6095418,"Russia","Leningrad",30.3350986,59.9342802,"male",1904,"medicine","""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""","Military Medical Academy","St. Petersburg","Russia"
"Wassily Leontief","1906-08-05","1999-02-05","Russia","St. Petersburg",30.3350986,59.9342802,"USA","New York, NY",-74.0059728,40.7127753,"male",1973,"economics","""for the development of the input-output method and for its application to important economic problems""","Harvard University","Cambridge, MA","USA"
"Leonid Hurwicz","1917-08-21","2008-06-24","Russia","Moscow",37.6172999,55.755826,"USA","Minneapolis, MN",-93.2650108,44.977753,"male",2007,"economics","""for having laid the foundations of mechanism design theory""","University of Minnesota","Minneapolis, MN","USA"
"George E Palade","1912-11-19","2008-10-07","Romania","Iasi",27.6014418,47.1584549,"USA","Del Mar, CA",-117.2653146,32.9594891,"male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell""","Yale University, School of Medicine","New Haven, CT","USA"
"Antonio Caetano de Abreu Freire Egas Moniz","1874-11-29","1955-12-13","Portugal","Avanca",-8.5666077,40.8068092,"Portugal","Lisbon",-9.1393366,38.7222524,"male",1949,"medicine","""for his discovery of the therapeutic value of leucotomy in certain psychoses""","University of Lisbon","Lisbon","Portugal"
"Antonio Caetano de Abreu Freire Egas Moniz","1874-11-29","1955-12-13","Portugal","Avanca",-8.5666077,40.8068092,"Portugal","Lisbon",-9.1393366,38.7222524,"male",1949,"medicine","""for his discovery of the therapeutic value of leucotomy in certain psychoses""","Neurological Institute","Lisbon","Portugal"
"Georges Charpak","1924-08-01","2010-09-29","Poland","Dabrovica",22.4600729,51.2731134,"France","Paris",2.3522219,48.856614,"male",1992,"physics","""for his invention and development of particle detectors, in particular the multiwire proportional chamber""","Ecole Superieure de Physique et Chimie","Paris","France"
"Georges Charpak","1924-08-01","2010-09-29","Poland","Dabrovica",22.4600729,51.2731134,"France","Paris",2.3522219,48.856614,"male",1992,"physics","""for his invention and development of particle detectors, in particular the multiwire proportional chamber""","CERN","Geneva","Switzerland"
"Tadeus Reichstein","1897-07-20","1996-08-01","Poland","Wloclawek",19.0677357,52.6483303,"Switzerland","Basel",7.5885761,47.5595986,"male",1950,"medicine","""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""","Basel University","Basel","Switzerland"
"Ragnar Frisch","1895-03-03","1973-01-31","Norway","Oslo",10.7522454,59.9138688,"Norway","Oslo",10.7522454,59.9138688,"male",1969,"economics","""for having developed and applied dynamic models for the analysis of economic processes""","University of Oslo","Oslo","Norway"
"Trygve Haavelmo","1911-12-13","1999-07-26","Norway","Skedsmo",11.0421988,59.9929184,"Norway","Oslo",10.7522454,59.9138688,"male",1989,"economics","""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""","University of Oslo","Oslo","Norway"
"Ernest Rutherford","1871-08-30","1937-10-19","New Zealand","Nelson",173.2839653,-41.2706319,"United Kingdom","Cambridge",0.121817,52.205337,"male",1908,"chemistry","""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""","Victoria University","Manchester","United Kingdom"
"Maurice Hugh Frederick Wilkins","1916-12-15","2004-10-05","New Zealand","Pongaroa",176.194649,-40.5414029,"United Kingdom","London",-0.1277583,51.5073509,"male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""","London University","London","United Kingdom"
"Alan G MacDiarmid","1927-04-14","2007-02-07","New Zealand","Masterton",175.6573502,-40.9511118,"USA","Drexel Hill, PA",-75.2921301,39.9470567,"male",2000,"chemistry","""for the discovery and development of conductive polymers""","University of Pennsylvania","Philadelphia, PA","USA"
"Hideki Yukawa","1907-01-23","1981-09-08","Japan","Tokyo",139.6917064,35.6894875,"Japan","Kyoto",135.7680294,35.0116363,"male",1949,"physics","""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""","Kyoto Imperial University","Kyoto","Japan"
"Hideki Yukawa","1907-01-23","1981-09-08","Japan","Tokyo",139.6917064,35.6894875,"Japan","Kyoto",135.7680294,35.0116363,"male",1949,"physics","""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""","Columbia University","New York, NY","USA"
"SinItiro Tomonaga","1906-03-31","1979-07-08","Japan","Kyoto",135.7680294,35.0116363,"Japan","Tokyo",139.6917064,35.6894875,"male",1965,"physics","""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""","Tokyo University of Education","Tokyo","Japan"
"Kenichi Fukui","1918-10-04","1998-01-09","Japan","Nara",135.8050002,34.6850869,"Japan","Kyoto",135.7680294,35.0116363,"male",1981,"chemistry","""for their theories, developed independently, concerning the course of chemical reactions""","Kyoto University","Kyoto","Japan"
"Yoichiro Nambu","1921-01-18","2015-07-05","Japan","Tokyo",139.6917064,35.6894875,"Japan","Osaka",135.5021651,34.6937378,"male",2008,"physics","""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""","Enrico Fermi Institute, University of Chicago","Chicago, IL","USA"
"Guglielmo Marconi","1874-04-25","1937-07-20","Italy","Bologna",11.3426162,44.494887,"Italy","Rome",12.4963655,41.9027835,"male",1909,"physics","""in recognition of their contributions to the development of wireless telegraphy""","Marconi Wireless Telegraph Co. Ltd.","London","United Kingdom"
"Enrico Fermi","1901-09-29","1954-11-28","Italy","Rome",12.4963655,41.9027835,"USA","Chicago, IL",-87.6297982,41.8781136,"male",1938,"physics","""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons""","Rome University","Rome","Italy"
"Emilio Gino Segre","1905-02-01","1989-04-22","Italy","Tivoli",12.8022261,41.959817,"USA","Lafayette, CA",-122.1180201,37.8857582,"male",1959,"physics","""for their discovery of the antiproton""","University of California","Berkeley, CA","USA"
"Carlo Rubbia","1934-03-31","0000-00-00","Italy","Gorizia",13.6201754,45.9401812,"Switzerland","Geneva",6.1431577,46.2043907,"male",1984,"physics","""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""","CERN","Geneva","Switzerland"
"Giulio Natta","1903-02-26","1979-05-02","Italy","Imperia",8.039517,43.8896857,"Italy","Bergamo",9.6772698,45.6982642,"male",1963,"chemistry","""for their discoveries in the field of the chemistry and technology of high polymers""","Institute of Technology","Milan","Italy"
"Camillo Golgi","1843-07-07","1926-01-21","Italy","Corteno",10.2365387,46.1652608,"Italy","Pavia",9.1582069,45.1847248,"male",1906,"medicine","""in recognition of their work on the structure of the nervous system""","Pavia University","Pavia","Italy"
"Salvador E Luria","1912-08-13","1991-02-06","Italy","Torino",7.6868565,45.070312,"USA","Lexington, MA",-71.2289641,42.4430372,"male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses""","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA"
"Renato Dulbecco","1914-02-22","2012-02-19","Italy","Catanzaro",16.5876516,38.9097919,"USA","La Jolla, CA",-117.2712717,32.8328112,"male",1975,"medicine","""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""","Imperial Cancer Research Fund Laboratory","London","United Kingdom"
"Rita LeviMontalcini","1909-04-22","2012-12-30","Italy","Turin",7.6868565,45.070312,"Italy","Rome",12.4963655,41.9027835,"female",1986,"medicine","""for their discoveries of growth factors""","Institute of Cell Biology of the C.N.R.","Rome","Italy"
"Franco Modigliani","1918-06-18","2003-09-25","Italy","Rome",12.4963655,41.9027835,"USA","Cambridge, MA",-71.1097335,42.3736158,"male",1985,"economics","""for his pioneering analyses of saving and of financial markets""","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA"
"Ernest Thomas Sinton Walton","1903-10-06","1995-06-25","Ireland","Dungarvan",-7.6203627,52.0936763,"Northern Ireland","Belfast",-5.93012,54.597285,"male",1951,"physics","""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""","Trinity College","Dublin","Ireland"
"Sir Chandrasekhara Venkata Raman","1888-11-07","1970-11-21","India","Tiruchirappalli",78.7046725,10.7904833,"India","Bangalore",77.5945627,12.9715987,"male",1930,"physics","""for his work on the scattering of light and for the discovery of the effect named after him""","Calcutta University","Calcutta","India"
"Ronald Ross","1857-05-13","1932-09-16","India","Almora",79.646666,29.5892407,"United Kingdom","Putney Heath",-0.22953,51.4524913,"male",1902,"medicine","""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""","University College","Liverpool","United Kingdom"
"Har Gobind Khorana","1922-01-09","2011-11-09","India","Raipur",81.6296413,21.2513844,"USA","Concord, MA",-71.3489484,42.4603719,"male",1968,"medicine","""for their interpretation of the genetic code and its function in protein synthesis""","University of Wisconsin","Madison, WI","USA"
"Dennis Gabor","1900-06-05","1979-02-08","Hungary","Budapest",19.040235,47.497912,"United Kingdom","London",-0.1277583,51.5073509,"male",1971,"physics","""for his invention and development of the holographic method""","Imperial College","London","United Kingdom"
"George A Olah","1927-05-22","2017-03-08","Hungary","Budapest",19.040235,47.497912,"USA","Los Angeles, CA",-118.2436849,34.0522342,"male",1994,"chemistry","""for his contribution to carbocation chemistry""","University of Southern California","Los Angeles, CA","USA"
"Georg von Bekesy","1899-06-03","1972-06-13","Hungary","Budapest",19.040235,47.497912,"USA","Honolulu, HI",-157.8583333,21.3069444,"male",1961,"medicine","""for his discoveries of the physical mechanism of stimulation within the cochlea""","Harvard University","Cambridge, MA","USA"
"John C Harsanyi","1920-05-29","2000-08-09","Hungary","Budapest",19.040235,47.497912,"USA","Berkeley, CA",-122.272747,37.8715926,"male",1994,"economics","""for their pioneering analysis of equilibria in the theory of non-cooperative games""","University of California","Berkeley, CA","USA"
"Albert Einstein","1879-03-14","1955-04-18","Germany","Ulm",9.9876076,48.4010822,"USA","Princeton, NJ",-74.6672226,40.3572976,"male",1921,"physics","""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""","Kaiser-Wilhelm-Institut (now Max-Planck-Institut) fur Physik","Berlin","Germany"
"Gustav Ludwig Hertz","1887-07-22","1975-10-30","Germany","Hamburg",9.9936819,53.5510846,"East Germany","Berlin",13.404954,52.5200066,"male",1925,"physics","""for their discovery of the laws governing the impact of an electron upon an atom""","Halle University","Halle","Germany"
"Polykarp Kusch","1911-01-26","1993-03-20","Germany","Blankenburg",10.9773091,51.8164261,"USA","Dallas, TX",-96.7969879,32.7766642,"male",1955,"physics","""for his precision determination of the magnetic moment of the electron""","Columbia University","New York, NY","USA"
"Ernst Ruska","1906-12-25","1988-05-27","Germany","Heidelberg",8.6724335,49.3987524,"Germany","West Berlin",13.404954,52.5200066,"male",1986,"physics","""for his fundamental work in electron optics, and for the design of the first electron microscope""","Fritz-Haber-Institut der Max-Planck-Gesellschaft","Berlin","Federal Republic of Germany"
"Wolfgang Paul","1913-08-10","1993-12-07","Germany","Lorenzkirch",13.243844,51.3560031,"Germany","Bonn",7.0982068,50.73743,"male",1989,"physics","""for the development of the ion trap technique""","University of Bonn","Bonn","Federal Republic of Germany"
"Richard Martin Willstatter","1872-08-13","1942-08-03","Germany","Karlsruhe",8.4036527,49.0068901,"Switzerland","Locarno",8.7942643,46.1669988,"male",1915,"chemistry","""for his researches on plant pigments, especially chlorophyll""","Munich University","Munich","Germany"
"Hans Karl August Simon von EulerChelpin","1873-02-15","1964-11-06","Germany","Augsburg",10.89779,48.3705449,"Sweden","Stockholm",18.0685808,59.3293235,"male",1929,"chemistry","""for their investigations on the fermentation of sugar and fermentative enzymes""","Stockholm University","Stockholm","Sweden"
"Hans Fischer","1881-07-27","1945-03-31","Germany","Hoechst",8.5474571,50.102482,"Germany","Munich",11.5819805,48.1351253,"male",1930,"chemistry","""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""","Technische Hochschule (Institute of Technology)","Munich","Germany"
"Carl Bosch","1874-08-27","1940-04-26","Germany","Cologne",6.9602786,50.937531,"Germany","Heidelberg",8.6724335,49.3987524,"male",1931,"chemistry","""in recognition of their contributions to the invention and development of chemical high pressure methods""","University of Heidelberg","Heidelberg","Germany"
"Carl Bosch","1874-08-27","1940-04-26","Germany","Cologne",6.9602786,50.937531,"Germany","Heidelberg",8.6724335,49.3987524,"male",1931,"chemistry","""in recognition of their contributions to the invention and development of chemical high pressure methods""","I.G. Farbenindustrie A.G.","Heidelberg","Germany"
"Adolf Friedrich Johann Butenandt","1903-03-24","1995-01-18","Germany","Bremerhaven-Lehe",8.5985456,53.5745837,"Germany","Munich",11.5819805,48.1351253,"male",1939,"chemistry","""for his work on sex hormones""","Kaiser-Wilhelm-Institut (now Max-Planck-Institut) fur Biochemie","Berlin-Dahlem","Germany"
"Adolf Friedrich Johann Butenandt","1903-03-24","1995-01-18","Germany","Bremerhaven-Lehe",8.5985456,53.5745837,"Germany","Munich",11.5819805,48.1351253,"male",1939,"chemistry","""for his work on sex hormones""","Berlin University","Berlin","Germany"
"Gerhard Herzberg","1904-12-25","1999-03-03","Germany","Hamburg",9.9936819,53.5510846,"Canada","Ottawa",-75.6971931,45.4215296,"male",1971,"chemistry","""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals""","National Research Council of Canada","Ottawa","Canada"
"Ernst Otto Fischer","1918-11-10","2007-07-23","Germany","Munich",11.5819805,48.1351253,"Germany","Munich",11.5819805,48.1351253,"male",1973,"chemistry","""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""","Technical University","Munich","Federal Republic of Germany"
"Otto Fritz Meyerhof","1884-04-12","1951-10-06","Germany","Hanover",9.7320104,52.3758916,"USA","Philadelphia, PA",-75.1652215,39.9525839,"male",1922,"medicine","""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""","Kiel University","Kiel","Germany"
"Otto Loewi","1873-06-03","1961-12-25","Germany","Frankfurt-on-the-Main",8.6821267,50.1109221,"USA","New York, NY",-74.0059728,40.7127753,"male",1936,"medicine","""for their discoveries relating to chemical transmission of nerve impulses""","Graz University","Graz","Austria"
"Ernst Boris Chain","1906-06-19","1979-08-12","Germany","Berlin",13.404954,52.5200066,"Ireland","Mulrany",-9.7813773,53.9061783,"male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases""","University of Oxford","Oxford","United Kingdom"
"Hans Adolf Krebs","1900-08-25","1981-11-22","Germany","Hildesheim",9.9579652,52.154778,"United Kingdom","Oxford",-1.2577263,51.7520209,"male",1953,"medicine","""for his discovery of the citric acid cycle""","Sheffield University","Sheffield","United Kingdom"
"Feodor Lynen","1911-04-06","1979-08-06","Germany","Munich",11.5819805,48.1351253,"Germany","Munich",11.5819805,48.1351253,"male",1964,"medicine","""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""","Max-Planck-Institut fur Zellchemie","Munich","Federal Republic of Germany"
"Max Delbruck","1906-09-04","1981-03-09","Germany","Berlin",13.404954,52.5200066,"USA","Pasadena, CA",-118.1445155,34.1477849,"male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses""","California Institute of Technology (Caltech)","Pasadena, CA","USA"
"Sir Bernard Katz","1911-03-26","2003-04-20","Germany","Leipzig",12.3730747,51.3396955,"United Kingdom","London",-0.1277583,51.5073509,"male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""","University College","London","United Kingdom"
"Georges JF Kohler","1946-04-17","1995-03-01","Germany","Munich",11.5819805,48.1351253,"Germany","Freiburg im Breisgau",7.8421043,47.9990077,"male",1984,"medicine","""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""","Basel Institute for Immunology","Basel","Switzerland"
"Pierre Curie","1859-05-15","1906-04-19","France","Paris",2.3522219,48.856614,"France","Paris",2.3522219,48.856614,"male",1903,"physics","""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""","Ecole municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry)","Paris","France"
"Jean Baptiste Perrin","1870-09-30","1942-04-17","France","Lille",3.057256,50.62925,"USA","New York, NY",-74.0059728,40.7127753,"male",1926,"physics","""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""","Sorbonne University","Paris","France"
"Prince LouisVictor Pierre Raymond de Broglie","1892-08-15","1987-03-19","France","Dieppe",1.077483,49.922992,"France","Paris",2.3522219,48.856614,"male",1929,"physics","""for his discovery of the wave nature of electrons""","Sorbonne University, Institut Henri Poincare","Paris","France"
"Louis Eugene Felix Neel","1904-11-22","2000-11-17","France","Lyon",4.835659,45.764043,"France","Brive-Correze",1.533937,45.159555,"male",1970,"physics","""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""","University of Grenoble","Grenoble","France"
"PierreGilles de Gennes","1932-10-24","2007-05-18","France","Paris",2.3522219,48.856614,"France","Orsay",2.189617,48.697161,"male",1991,"physics","""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""","College de France","Paris","France"
"Henri Moissan","1852-09-28","1907-02-20","France","Paris",2.3522219,48.856614,"France","Paris",2.3522219,48.856614,"male",1906,"chemistry","""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""","Sorbonne University","Paris","France"
"Victor Grignard","1871-05-06","1935-12-13","France","Cherbourg",-1.622137,49.6337308,"France","Lyon",4.835659,45.764043,"male",1912,"chemistry","""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""","Nancy University","Nancy","France"
"Paul Sabatier","1854-11-05","1941-08-14","France","Carcassonne",2.353663,43.212161,"France","Toulouse",1.444209,43.604652,"male",1912,"chemistry","""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""","Toulouse University","Toulouse","France"
"Alfred Werner","1866-12-12","1919-11-15","France","Mulhouse",7.335888,47.750839,"Switzerland","Zurich",8.541694,47.3768866,"male",1913,"chemistry","""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""","University of Zurich","Zurich","Switzerland"
"Frederic Joliot","1900-03-19","1958-08-14","France","Paris",2.3522219,48.856614,"France","Paris",2.3522219,48.856614,"male",1935,"chemistry","""in recognition of their synthesis of new radioactive elements""","Institut du Radium","Paris","France"
"Irene JoliotCurie","1897-09-12","1956-03-17","France","Paris",2.3522219,48.856614,"France","Paris",2.3522219,48.856614,"female",1935,"chemistry","""in recognition of their synthesis of new radioactive elements""","Institut du Radium","Paris","France"
"Luis F Leloir","1906-09-06","1987-12-02","France","Paris",2.3522219,48.856614,"Argentina","Buenos Aires",-58.3815591,-34.6036844,"male",1970,"chemistry","""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""","Institute for Biochemical Research","Buenos Aires","Argentina"
"Charles Louis Alphonse Laveran","1845-06-18","1922-05-18","France","Paris",2.3522219,48.856614,"France","Paris",2.3522219,48.856614,"male",1907,"medicine","""in recognition of his work on the role played by protozoa in causing diseases""","Institut Pasteur","Paris","France"
"Alexis Carrel","1873-06-28","1944-11-05","France","Sainte-Foy-les-Lyon",4.804827,45.735237,"France","Paris",2.3522219,48.856614,"male",1912,"medicine","""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""","Rockefeller Institute for Medical Research","New York, NY","USA"
"Charles Robert Richet","1850-08-26","1935-12-04","France","Paris",2.3522219,48.856614,"France","Paris",2.3522219,48.856614,"male",1913,"medicine","""in recognition of his work on anaphylaxis""","Sorbonne University","Paris","France"
"Andre Frederic Cournand","1895-09-24","1988-02-19","France","Paris",2.3522219,48.856614,"USA","Great Barrington, MA",-73.362008,42.1959798,"male",1956,"medicine","""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""","Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY","USA"
"Francois Jacob","1920-06-17","2013-04-19","France","Nancy",6.184417,48.692054,"France","Paris",2.3522219,48.856614,"male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis""","Institut Pasteur","Paris","France"
"Andre Lwoff","1902-05-08","1994-09-30","France","Ainay-le-Chateau",2.691018,46.709714,"France","Paris",2.3522219,48.856614,"male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis""","Institut Pasteur","Paris","France"
"Jacques Monod","1910-02-09","1976-05-31","France","Paris",2.3522219,48.856614,"France","Cannes",7.017369,43.552847,"male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis""","Institut Pasteur","Paris","France"
"Jean Dausset","1916-10-19","2009-06-06","France","Toulouse",1.444209,43.604652,"Spain","Palma, Majorca",2.6501603,39.5696005,"male",1980,"medicine","""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""","Universite de Paris, Laboratoire Immuno-Hematologie","Paris","France"
"Gerard Debreu","1921-07-04","2004-12-31","France","Calais",1.858686,50.95129,"France","Paris",2.3522219,48.856614,"male",1983,"economics","""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""","University of California","Berkeley, CA","USA"
"Maurice Allais","1911-05-31","2010-10-09","France","Paris",2.3522219,48.856614,"France","Paris",2.3522219,48.856614,"male",1988,"economics","""for his pioneering contributions to the theory of markets and efficient utilization of resources""","Ecole Nationale Superieur des Mines de Paris","Paris","France"
"Niels Ryberg Finsen","1860-12-15","1904-09-24","Faroe Islands (Denmark)","Thorshavn",-6.7909817,62.007864,"Denmark","Copenhagen",12.5683372,55.6760968,"male",1903,"medicine","""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""","Finsen Medical Light Institute","Copenhagen","Denmark"
"Dorothy Crowfoot Hodgkin","1910-05-12","1994-07-29","Egypt","Cairo",31.2357116,30.0444196,"United Kingdom","Shipston-on-Stour",-1.622814,52.0606549,"female",1964,"chemistry","""for her determinations by X-ray techniques of the structures of important biochemical substances""","University of Oxford, Royal Society","Oxford","United Kingdom"
